ITEM,Custom1,Custom2
62502,PANKO BREAD CRUMBS,
62503,BREAD CRUMBS,UNTOASTED
62504,CRACKER MEAL,FINELY GROUND
62508,TEMPURA BATTER MIX,
62524,CORN FLAKES,CRUMBS MIX
62526,BREAD CRUMBS MIX,PLAIN-MEDIUM
62531,PANKO BREAD CRUMBS,TOASTED
62534,CHICKEN FRIED MIX,NO MSG
62535,CHICKEN FRIED MIX,NO MSG
62536,CHICKEN FRIED SEASONING,
62542,KOREAN FRYING MIX,
62543,KOREAN PANCAKE KMIX,
63502,GRAHAM COOKIE CRUMBS,
63510,BUTTERMILK PANCAKE MIX,
63514,BUTTERMILK PANCAKE MIX ,
63518,BISQUICK,BAKING MIX
63519,BUTTERMILK PANCAKE MIX,
63528,YELLOW CORNBREAD,MIX
63541,WAFFLE & PANCAKE MIX,
63550,CHOCOLATE ICING MIX,
63551,GRAHAM CRACKER CRUMBS,
63553,OREO COOKIE CRUMB,MIX
63555,VANILLA ICING,MIX
63557,OREO COOKIE CRUMB,FINE MIX
63563,WHITE CAKE MIX,
63564,YELLOW CAKE MIX,
63566,FUDGE BROWNIE MIX,
63568,CORN MUFFIN MIX,
63572,"9"" PIE SHELL",GRAHAM CRUST
63595,BASIC MUFFIN MIX,
63598,RICHCREME CAKE MIX,
65503,BAKING POWDER,TUB
65504,BAKING POWDER,
65513,YEAST,SAF-INSTANT
65514,SAF-INSTANT YEAST,GOLD LABEL
65521,BAKING POWDER,TUB
69001,CHIPS,SEMI SWEET
69006,COCONUT MACAROON ,UNSWEET
69007,COCONUT FLAKES,SWEETENED
69010,COCONUT FLAKES,SWEETENED
69026,COCONUT FLAKES,SWEETENED
70101,BABY CORN,WHOLE SPEARS
70108,BAMBOO SHOOTS,STRIPS
70110,STRAW MUSHROOMS,PEELED IN BRINE
70113,BAMBOO SHOOTS,TOPLESS HALVES
70116,BAMBOO SHOOTS,SLICED
70117,BAMBOO SHOOTS,STRIPS
70120,MANDARIN ORANGES,LIGHT SYRUP
70121,MUSHROOM,PIECES AND STEMS
70122,MUSHROOM,PIECES AND STEMS
70126,COCONUT GEL,GREEN
70129,LYCHEE (LARGE),IN HEAVY SYRUP
70131,WATER CHESTNUT,SLICED
70171,BAMBOO SHOOTS,SLICED
70173,BAMBOO SHOOTS,MARUMATSU MENMA
73012,TAPIOCA PEARLS,
73013,POPPING BOBA,YOGURT
73014,POPPING BOBA,PASSION FRUIT
73015,POPPING BOBA,ORANGE
73016,POPPING BOBA,LITCHI
73017,POPPING BOBA,MANGO
73018,POPPING BOBA,STRAWBERRY
73019,POPPING BOBA,BLUEBERRY
73021,LITCHI TOPPING,NATATE COCO
73022,PASSION JELLY TOPPING,
73026,SWEET TARO,DICED
73036,WASABI PASTE,NERI TUBE
73039,N/A,
73044,N/A,
73046,5-SPICE POWDER,
73047,LICORICE SLICE,
73048,GRANULATED GARLIC,40-60 MESH
73049,DRIED GARLIC,FLAKES
73050,DRIED GARLIC,"MINCED, 86 MESH"
73051,DRIED GARLIC POWDER,
73052,LICORICE POWDER,
73054,CLOVES,DRIED
73055,RED GINGER,SLICED
73056,GINGER POWDER,DRIED
73057,STAR ANISE SEED,DRIED
73058,LILY FLOWER,DRIED
73060,WHOLE CHILI PEPPER,DRIED
73061,CRUSHED PEPPER,
73065,N/A,
73075,EACH ONLY,
73079,TAMARIND PASTE,CONCENTRATE
73080,GOCHUJANG,HOT PEPPER
73081,ANNATTO SEEDS,
73082,ANNATTO POWDER,
73083,EACH ONLY,
73084,N/A,
73085,N/A,
73086,N/A,
73087,N/A,
73088,DRIED MUSHROOM,SLC
73089,N/A,
73090,YAKI NORI SEAWEED,CUSTOM FULL
73091,YAKI NORI SEAWEED,BLUE FULL
73092,WAKAME SEAWEED,
73093,YAKI NORI SEAWEED,BLUE HALF
73095,KIZAMI NORI,1.0 MM
73096,KIZAMI NORI,2.0 MM
73097,YAKI NORI SEAWEED,CUSTOM HALF
73098,GOLDEN CURRY MIX,FLAKES
73099,WASABI POWDER,
73101,CURRY VERMONT,
73102,SHITAKE MUSHROOM ,SEASONEED
73103,SHICHIMI TOGARASHI,POWDER
73106,ICHIMI TOGARASHI,POWDER
73107,GOLDEN CURRY MIX,MED HOT
73116,SEAWEED ,DRIED KELP
73117,SEAWEED ,WAKAME ITO
73118,SEAWEED ,CHO SARI
73119,SEASONED NORI,LAVER 4 PACK
73121,NORI,YAKI ROASTED
73122,ROASTED TEMAKI NORI,HALF CUT
73123,CHILI POWDER,COARSE
73124,CHILI POWDER,FINE
73125,CHILI PEPPER,CRUSHED W/ SEED
73129,DRIED SHRIMP,
73130,MOCHI RICE,
73131,COCONUT MILK,CONDENSED
73136,DRIED GARLIC,FLAKES
73137,DRIED MINCED GARLIC,8-16 MESH
73400,CURRY JAVA,
73506,N/A,
79022,PLUM SAUCE,
79023,N/A,
79026,PLUM SAUCE,
79066,LUMPIA WRAPPER,"8"""
79071,HOISIN SAUCE,
79072,OYSTER SAUCE ,NO MSG
79073,HOISIN SAUCE,
79076,THAI STYLE PEANUT,SAUCE
79080,HOISIN SAUCE,
79083,EACH ONLY,
79084,OYSTER-GREEN SAUCE,
79085,GARLIC BLACK BEAN SAUCE,
79086,BLACK BEAN WITH GARLIC,
79087,GARLIC CHILI SAUCE,
79088,OYSTER SAUCE ,
79089,OYSTER FLAVOR SAUCE,
79090,OYSTER-RED SAUCE,
79091,OYSTER FLAVOR SAUCE,PREMIUM
79095,CHILI SRIRACHA SAUCE,
79106,OYSTER FLAVOR SAUCE,NO MSG
79107,CHILI GARLIC SAUCE,
79108,GARLIC CHILI SAUCE,
79111,BUCKWHEAT SOBA,
79112,BULGOGI SAUCE,
79114,HUNAN RED CHILI SAUCE,
79115,HOT GARLIC SAUCE,
79121,SOY SAUCE,DARK MUSHROOM FLAVOR
79126,SPRING ROLL,VEGETABLE
79129,WATER CHESTNUT,SLICED
79146,LUMPIA EGG ROLL,CHICKEN
79147,CHAR SIU MANAPUA,MINI
79149,BAO BUNS,
79150,STEAMED CHAR SIU,
79151,BAO BUNS,PLAIN FOLDED 
79160,OYSTER FLAVOR SAUCE,
79515,MUSHROOM,
79520,SOFT TOFU,
79525,FIRM TOFU,
79527,PRESSED TOFU,BULK PACK
79530,DICED TOFU,BULK PACK
79531,YAKIDOFU,BULK PACK
79533,LARGE ABURAGE,BULK PACK
79536,SMALL ABURAGE,BULK PACK
79537,NATTO,
79539,OKARA,SOY PULP
79540,SOY MILK,
79544,YUDOFU,
79556,SEASONED FRIED INARI AGE,
79557,SOYBEAN WRAPPER PAPER,
80108,APRICOT HALVES,UNPEELED
80122,PEACH SLICES,LIGHT SYRUP
80123,PEACH HALVES,LIGHT SYRUP
80124,CRANBERRY SAUCE,WHOLE JUG
80134,FRUIT COCKTAIL,LIGHT SYRUP
80152,APPLE FILLING,
80153,BLUEBERRY FILLING,
80154,CHERRY FILLING,
80163,CRANBERRY SAUCE,JELLIED JUGS
80232,WHOLE CRANBERRY ,SAUCE
80234,JELLIED CRANBERRY,SAUCE
80296,APPLESAUCE,SWEETENED
80304,PEAR HALVES,LIGHT SYRUP
80306,PEAR SLICES,LIGHT SYRUP
80309,FUJI APPLE SLICES,IN WATER
80313,WHOLE PRUNES,PITTED
80317,APPLESAUCE,UNSWEETENED
80365,MIXED FRUIT,IN JUICE CUP
81546,MARASCHINO CHERRIES,LARGE WITH STEM
81552,MARASCHINO CHERRIES,HALVES
81554,MARASCHINO CHERRIES,WITHOUT STEM
82001,RAISINS,SEEDLESS
82026,RAISINS,SEEDLESS
82033,CRANBERRIES,DRIED
82034,CRANBERRIES,DRIED
83010,BLUEBERRIES,IQF
83011,PINEAPPLE CUBES,IQF
83012,APPLE CUBES,IQF
83013,CUBED STRAWBERRIES,DICED IQF
83015,WHOLE STRAWBERRIES,IQF
83017,BANANA SLICES,IQF
83031,AVOCADO HALVES,IQF
83032,AVOCADO HALVES,IQF
83041,AVOCADO,PULP SUPREME
83061,MANGO CHUNKS,IQF
83063,FUJI APPLES ,FLAME ROASTED
83102,STRAWBERRIES,WHOLE IQF
83103,STRAWBERRIES,WHOLE IQF
83107,RASPBERRIES,WHOLE IQF
83111,AVACADO SLICES,IQF
83112,AVACADO SLICES,IQF
83114,PEACH SLICES,IQF
83117,STRAWBERRIES,SLICES
84009,PINEAPPLE CHUNKS,IN HEAVY SYRUP
84010,PINEAPPLE CHUNKS,IN JUICE
84041,PINEAPPLE TIDBITS,IN JUICE
84045,PINEAPPLE SLICES,IN JUICE
84046,PINEAPPLE CRUSHED,IN JUICE
90191,OATS,QUICK
90223,GRANOLA,LOW FAT
90500,ENGLISH MUFFIN,2OZ
90506,SQUARE WAFFLES,1.27OZ
90522,CINNAMON FRENCH,TOAST WHOLE GRAIN
90531,CINNAMON WAFFLES,WHOLE GRAIN
90535,CREPE SHELLS,"6"" ZT .75OZ"
91015,HONEY,LIGHT AMBER
91016,HONEY,
91018,HONEY,
91022,BUSY BEE  HONEY,
91025,HONEY CLOVER BEARS,
91030,AGAVE NECTAR,
91518,GUAVA JELLY,IN TIN
91583,MINT JELLY,
91590,STRAWBERRY ,PRESERVES
91593,STRAWBERRY JAM,
91594,GRAPE JELLY,
91595,MANGO JAM,
91596,PEACH JAM,
91597,STRAWBERRY JAM,
91598,HONEYDEW JAM,
91599,PASSION FRUIT JAM,
91634,MANGO CHUTNEY,
93502,PEANUT BUTTER,CRUNCHY
93503,PEANUT BUTTER,CREAMY
93555,NUTELLA SPREAD,
101000,WONTON STRIPS,
101005,CHOW MEIN NOODLES,
101006,CHILI CON CARNE,NO BEANS
101012,CORNED BEEF HASH,
101013,CHILI CON CARNE ,WITH BEANS
101014,CHILI CON CARNE,WITH BEANS
101016,CORNED BEEF HASH,
101130,CORNED BEEF HASH,
102000,EGG SALAD,
102002,CORN DOG,WITH STICK
102007,TEMOMI RAMEN NOODLES,
102018,POTATO SALAD,BEST FOODS
102019,MACARONI SALAD,BEST FOODS
102020,POTATO MACARONI SALAD,
102026,FOUR CHEESE PIZZA,"8"""
102041,FLOUR TORTILLA,"10"""
102047,VEGETABLE LASAGNA,3 CHOICE CREAM SAUCE
102049,LASAGNA,WITH MEAT SAUCE
102052,WHEAT TORTILLA,"10"" FROZEN"
102074,POTATO SALAD,
102075,MACARONI SALAD,
102078,AMBROSIA SALAD,DELITE
102079,PASTA ROMA FETA SALAD,
102083,COLE SLAW SALAD,
102085,STRAWBERRY PARFAIT SALAD,
102086,KIM CHEE,
102099,BBQ BEANS SALAD,AMERICAN HARVST
102100,MACARONI N CHEESE,
102105,SPINACH TORTILLA,"12"""
102106,TOMATO TORTILLA,"12"""
102108,FLOUR TORTILLA,"12"""
102112,TARO TORTILLA,"12"""
102113,WHEAT TORTILLA,"12"""
102127,CORN TORTILLA,"5"""
102128,CORN TORTILLA CHIPS,
102168,FLOUR TORTILLA,"8"" 18 OZ CHL"
102170,CORN DOG,CHICKEN
102180,SAIMIN,W/ SOUP BASE & GARNISH
102192,TARO TORTILLA,"8"" "
102194,FLOUR TORTILLA,"14"" FROZEN"
102201,MACARONI SALAD,
102202,POTATO SALAD,
102203,KAMABOKO DIP,
102204,KIM CHEE DIP,
102206,CRAB DIP,
102207,NAMASU SALAD,
102208,PLATE LUNCH MAC SALAD,
102209,FRESH POTATO SALAD,"3/4"" DICED, COOKED"
102210,FRESH RAW POTATO,"PEELED,  RAW"
102211,FRESH POTATO SALAD,"1 1/2"" DICED"
102213,CHICKEN SALAD,
102214,TUNA SALAD,
102215,PASTA TORTELINI SALAD,
102216,PICO DE GALLO SALASA,
102217,MASHED POTATO,WHITE CHEDDAR
102218,GRAVY MIX,AMERICAN BLEND
102223,KONTIKI-MANGO KIAWE SAUCE,
102225,FRESH POTATO SALAD,DICED RAW
102237,MACARONI & CHEESE,
102294,CORDON BLEU,CHICKEN
102369,CRAB RAVIOLI,
102370,LASAGNA SHEETS,"1/2X7-3/4"""
102371,JUMBO CHEESE RAVIOLI,
102377,ITALIAN SAUSAGE RAVIOLI,
102378,CHEESE RAVIOLI,GLUTEN FREE
102379,VEGETABLE RAVIOLI,GLUTEN FREE
102390,SPICY NACHO BITE,STEAK & CHEESE
102396,BREAKFAST BURRITO,EGG/CHEESE/BACON
102397,CHEESE TORTELLINI,
102399,SQUARE BEEF RAVIOLI,
102410,TRI COLOR TORTELLINI,
102445,FLOUR TORTILLA,"6"" CHILL"
102448,TORTILLA CORN CHIPS,PRE-CUT COLORED
102450,JUMBO CHEESE RAVIOLI,
102470,MANCOTTI CHEESE,"4"""
102471,"4"" WHITE CORN",MINI TORTILLA
103512,TACO SHELLS,"5"" CORN"
110135,VIENNA SAUSAGE,
110140,CORNED BEEF,
110170,PULLED CHICKEN,WITH BROTH
111004,SPAM,ORIGINAL
111005,SPAM,LESS SALT
111007,REGULAR SPAM,
111008,SPAM,LESS SALT
112100,TRI TIP PLD,NATURAL 185 
112101,TOP SIRLOIN,C/OFF NAT 184B
112102,TENDERLOIN PSMO,NAT 189A
112103,STRIPLOIN ,OX1 NAT MBG 180
112104,RIBE EYE LIP-ON,2X2 NAT 112A
112105,CHUCK EYE ROLL,1X1 NAT 116A
112106,OUTSIDE SKIRT ,NAT MBG 121C
112107,FLAP MEAT ,NAT MBG 185A
112108,SHOULDER TENDER,NAT 114F
112109,FLAT IRON ,NAT 114D PSO 1
112146,TOP SIRLOIN BEEF BUTT,SS FRZ
112168,FLAT CHUCK,
112170,TRI TIP ,CHOICE MBG 185D
112171,TRI TIP ,SELECT MBG 185D
112172,CHUCK EYE ROLL 1X1,SLCT 116A
112174,TOP SIRLOIN BUTT,SLCT MBG184
112175,BRISKET BNLS,SLCT MBG 120
112176,FLAP MEAT ,SLCT MBG 185A
112177,SPECIAL TRIM,SLCT MBG 139
112178,CLOD BNLS,SLCT MBG 114
112179,TOP INSIDE ROUND,"1/4"" TRIM SEL"
112180,ROUND EYE,SLCT 171
112181,KNUCKLES PLD,SLCT MBG 167A
112182,FLANK STEAK,SLCT
112183,STRIPLOIN ,OX1 SLCT MBG 180
112184,RIBE EYE LIP-ON,SLCT MBG 180
112185,TENDERLOIN PSMO,SLCT MBG 189A
112186,TOP SIRLOIN BUTT,CHOICE 
112187,STRIPLOIN ,0X1 CHOICE
112440,GROUND BEEF PATTY,80/20
112441,GROUND BEEF PATTY,80/20
112451,GROUND BEEF,80/20
112456,BEEF PATTY,SEASONED
112475,GROUND BEEF,80/20 COURSE
112502,BREAKAWAY STEAK,SIRLOIN
112507,BEEF PATTY,OLD FASHION F/C
112510,BULK BEEF GRD,80/20
112521,ANGUS BEEF FRANKS,"4/1 7"""
112523,AU JUS BEEF PATTY,HOMESTYLE SEASONED
112524,BEEF TONGUE,WHITE
112527,GROUND BEEF,BULK 70/30
112534,GRD BEEF PATTY 80/20,CHUCK BLK ANGUS
112535,TERIYAKI BEEF PATTY,2016-04-01
112537,TRIPE BEEF,HONEYCOMB
112538,AU JUS BEEF PATTY,HOMESTYLE SEASONED
112545,STEW MEAT,1X1 NR
112553,HOMESTYLE MEATLOAF,F/C
112554,AU JUS BEEF PATTY,HOMESTYLE SEASONED
112555,ANGUS STK BURGER,BEEF PATTY F/C
112556,AU JUS BEEF PATTY,SEASONED HOMETYLE
112560,TOP ROUND ,"1/4"" TRIM 169 "
112563,SEASONED BEEF PATTY,5 TO 1
112572,GROUND BEEF,80/20 EXCEL
112577,GROUND BEEF BULK,80/20 FINE
112590,BEEF TONGUE,SPECIAL TRIM FRZ
112594,BEEF FRANKS,"4/1 10"""
112600,COUNTRY FRIED BEEF,"""THE LEGEND"""
112602,ANGUS BEEF FRANKS,"2/1 11"""
112605,ORIGINAL MEATBALL,1 OZ F/C
112606,ORIGINAL MEATBALL,.5 OZ F/C
112632,OXTAIL ,"1.25"" TRIM "
112634,BEEF OXTAIL,DE-JOINTED FRZ
112654,GROUND BEEF,80/20 NATURAL FRZ
112692,BEEF TRIPE,HONEYCOMB FRZ
112700,PECTORIAL MEAT,SLCT 
112708,FLAP MEAT ,FRZ CHOICE
112710,RIBEYE BEEF STEAK,CHOICE FROZEN
112711,BRISKET ,BNLS CHOICE 120
112736,BEEF FRANKS,"5/1 6"" "
112742,BEEF SHORTRIB,"1/2"" CHOICE"
112743,BEEF POT ROAST,W/GRAVY FC
112744,TURKEY,POT ROAST
112754,FLANK STEAK,CHOICE
112756,RIBEYE ,LIP-ON SELECT
112770,BEEF FRANKS,"8/1 6"" GLUTEN FREE"
112772,BEEF FRANKS,"SKNLS 5/1 6"""
112773,BEEF FRANKS,"SKNLS 4/1 6"""
112774,BEEF FRANKS,"SKNLS 5/1 6"""
112775,BEEF FRANKS,"SKNLS 8/1 6"""
112778,POLISH KIELBASA,"5/1 6"""
112787,"CHUCK ""SCOTCH"" TNDR",SLCT 
112799,RIBEYE ,LIP-ON CHOICE
112803,BEEF RIBEYE ROLL,7UP REB CUR
112814,RIBEYE LIP-ON BEEF,STEAK SS CHOICE
112833,GROUND BEEF,80/20
112886,BEEF KNUCKLE,"SLICED 1/8"""
112887,RIBEYE ,"3/16"" SLCD"
112888,BEEF PATTY,80/20 STACK
112897,BEEF SHORTRIBS,"3"" SELECT/CHOICE"
112898,BEEF SHORTRIBS,"NO ROLL 3/8"""
112908,TENDERLOIN,PSMO 189A
112915,BEEF CHEEK MEAT,FRZ
112922,SHORTRIBS,"CC NO ROLL 1/2"""
112923,TRIPE STRIPS,"4X.75X.75"""
112928,BIG ISLAND BEEF PATTY,75/25%
112933,CHUCK FLAT BEEF,FROZEN
112944,BEEF CUBES FOR STEW,"1.5"" IMPORT"
112945,BEEF CUBES FOR STEW,"1"" IMPORT"
112946,"BEEF KNUCKLE 3/8""",FOR STIR FRY
112949,THIN SLICED BEEF,"PHO 1/16"""
112968,BEEF SHORTRIB C/C,"SLCD 3/8"" FRZ"
112990,BONELESS SHORTRIB,END-CUT MARINATED
112993,STRIPLOIN BEEF STEAK,V/E CHOICE
113007,FRENCH RACK LAMB,8 RIB 14-16 OZ CAPOFF
113010,LAMB SHANK,F/C
113027,LAMB RACK,8 RB 28/UP CAP ON
113028,FRENCH RACK LAMB,8 RIB 24-26 CAP OFF
113084,BNLS LEG LAMB,NEW ZEALAND
113191,SLC SEASONED BEEF,PHILLY STYLE
113196,ANGUS SIRLOIN FRANK,1.5OZ
113500,BONELESS PORK,MARINATED TERIYAKI
113501,OSSO BUCCO PORK,16-18 OZ FORESHANK
113502,PULLED PORK,F/C SMKD SEASONED
113505,PORK LINK SAUSAGE,SKIN-ON
113513,BACON,F/C SLICED WAVY
113520,PORK BELLY,8-10# DANISH
113530,VIRGINIA HAM,
113536,HAM SHANK,SMOKED SKINLESS B/I
113539,CHAR SIU PORK,
113540,LUNCHEON MEAT,
113541,PORK,"80% GROUND, FINE 3/16"""
113545,PULLMAN HAM,95% FF WA F/C
113551,PORK BUTT,BONE IN
113558,PORK BUTT,BONELESS
113560,PORK STRIPS,"4""X3/4""X3/4"
113562,PORK CUBES FOR STEW,"1"" BUTTS"
113573,SLICED PORK BUTT,"FOR TERIYAKI 1/4"""
113577,PORK BONES ,SOUP BASE
113591,APPLEWOOD SMOKED BACON,
113593,PORK BRISKET BONES,"1.75"" CUT"
113594,BLACK FOREST HAM,BNLS SMK FRZ
113595,MEAT FRANKS,2016-05-01
113602,PORTUGESE SAUSAGE,ROUND SLICED
113603,PORTUGESE SAUSAGE,ANGLE SLICED
113612,"3/8"" PORK CHOP",4-6 OZ END CUT B/I
113623,COCKTAIL SAUSAGE,SMOKIES
113632,BABY BACK RIB,PORK
113636,PORT SAUSAGE,ANGLE SLICED
113637,PORT SAUSAGE,"3/8"" DICED"
113638,PORTUGESE SAUSAGE,"1.75"" MILD"
113641,CANADIAN STYLE BACON,
113644,SLICED PEPPERONI,15-17 SLC/OZ
113651,BACON,
113665,LARGE PORK SKIN,RENDERED
113669,PORK SPARERIB,4.9 DN 416
113676,BRISKET PORK BONES,
113688,PORK RIB ,416A 12/RACK
113690,PORK LOINS (BNLS),CC S/OFF
113725,HONEY CURED BACON,13-17
113728,PORTUGESE SAUSAGE,KING SIZE HOT
113729,PORTUGESE SAUSAGE,MUSUBI STYLE
113736,PORK PIG,WHOLE FROZEN
113772,ROUND BACON,SLC 
113773,APPLE CIDER SMKD BCN,14-18 SGL SLC
113790,14-17 CASINO GLD SS G/F,BACON
113812,MENUENHANCER HAM,
113821,APPLEWOOD  BACON,SMOKED 22-26
113838,ST LOUIS PORK RIBS,CKD 3DN
113840,PORK LINK SAUSAGE,.8OZ FC SKNLS
113848,SMOKED HOCKS,
113849,SAUSAGE PORK LINK,MAPLE F/C
113852,SAUSAGE PORK LINK,SKNLS F/C
113859,PRK SAUSAGE CRMBL,FC ITAL STYLE
113860,PORK SAUSAGE PATTY,DELI-WIDE
113875,PORK NECK BONE SOUP,
113877,ITALIAN SAUSAGE,HOT 5/1
113878,ITALIAN SAUSAGE,MILD 5/1
113879,CHORIZO SAUSAGE,CHISTORRA SEMI-CURED
113880,SMKY CHDDR SAUSAGE,"5/1 6"""
113885,KUROBUTA SAUSAGEE,
113901,HAWIIAN WINNERS,RED
113921,KALUA PORK,
113973,RIB-BITS BBQ SAUCE,SMOKED PORK
113974,RIB-BITS UNSAUCED,SMOKED PORK
113975,BACON,END & PIECES
113977,PORK RIB TIPS,SLC SMK PECAN WOOD
113989,DICED HAM,"3/8"" SMK WA"
113992,CANADIAN STYLE BCN,SMOKED
114002,BNLS HAM,PIT HNY & BRN SUGAR
114051,APPLEWOOD HHAM,CARVEMASTER FLAT
114113,LONGANISA SAUSAGE,
114135,BRATWURST SAUSAGE,LINKS F/C
114145,PORK LAU LAU,CHILL
114146,PORK LAU LAU,FROZEN
114147,CHICKEN LAU LAU,CHILL
114148,CHICKEN LAU LAU,FROZEN
114149,PORK MINI LAU LAU,CHILL
114150,PORK MINI LAU LAU,FROZEN
114151,PASTELES,FROZEN
114153,KALUA PORK,CHILL
114154,KALUA PORK,FROZEN
114155,CHAR SIU PORK,CHILL
114156,CHAR SIU FROZEN,FROZEN
114157,CHINESE STYLE PORK,CHILL
114159,PORTUGESE SAUSAGE,CHILL
114160,PORTUGESE SAUSAGE,FROZEN
114161,LUAU LEAVES,FROZEN
114502,TACO FILLING ,SHREDDED CHICKEN F/C
114540,CHICKEN THIGH,BNLS SKIN ON
114572,WING DITTIES,CHICKEN
114585,BTRFLY CHICKEN THIGH,MARINATED BL/SL
114596,CHICKEN THIGHMEAT STRIPS,
114598,CHICKEN BRST STRIP,BRD F/C
114602,CHICKEN WING,WHOLE
114612,DUCK BREAST,BNLS S/ON
114614,WHOLE DUCK,
114616,WHOLE DUCK,
114647,CHICKEN THIGH,W/OUT BACK XL
114649,CHICKEN FILLET,CAYENNE KICKER
114661,CHICKEN BREAST ,BNLS/SKNLS 5 OZ SNGL
114662,CHICKEN BRST,BNLS/SKNLS 6 OZ SNGL
114666,CHICKEN WING,WHOLE
114667,CHICKEN WING,WHOLE
114674,JUMBO PARTY,CHICKEN WINGS
114678,CHICKEN THIGH ,BONELESS/SKINLESS
114683,CHICKEN BITES,SRIRACHA SEASONED
114698,WHOLE TURKEY,
114700,CHICKEN LEGMEAT,BNLS S/ON
114704,CHICKEN LEGMEAT,BL S/ON
114710,CHICKEN LEGMEAT,BNLS S/ON
114711,CHICKEN THIGH B/I,TRAY PACK
114720,JUMBO CHICKEN,PARTY WINGS IQF
114721,CHICKEN LEG QTR,
114774,WHOLE FRYER CHICKEN,12 HD AVG
114776,GRILLER CHICKEN,3.0-3.5 LBS
114800,CHICKEN MEATBALL,CKD 1 OZ
114809,CHICKEN BRST CUTLET,BRD ZT FORMED
114815,CHICKEN NUGGETS,5 OZ BRD  ZT
114825,CHICKEN BREAST,SNGL BL/SL
114854,ZIPPITY DOO-WA ,BRD CHICKEN WING
114855,"1/2"" DICED CHICKEN",WHT/DRK F/C
114879,DRK MEAT CHICKEN,BRD FILLET F/C
114883,CHICKEN WING OF FIRE,1 & 2 F/C ZT
114952,TURKEY BURGER,MEDITERRANEAN WHT
114956,OVN RST TRKY BRST,SLC 1 OZ
114958,OVEN RST TRKY BRST,S/ON BRN & SERV
114959,HCKRY SMK TRKY BRST,F/C
114960,OVEN RST TRKY BRST,F/C SKNLS
114961,GROUND TURKEY,90% COARSE
114964,OVEN RST TRKY BRST,S/ON PETITE
114967,GLDN BRWN TRKY BRST,F/C
114986,BONELESS CHCKN BRST ,"SINGLE, SKIN ON"
114987,BONELESS CHCKN BRST ,"DOUBLE, SKIN ON"
115012,GRILLED CHICKEN BRST,BL SL 3OZ FC
115025,OSSO BUCCO VEAL,"2.00"" FRZ C/C"
115069,CHICKEN BREAST (BNLS),4 OZ SNGL 
115077,CHICKEN BREAST (BNLS),8 OZ BFLY 
115104,CHICKEN BREAST STRIP,FC GRILL LG RL
115112,TENDERLOIN CHICKEN,BRD FC GOLDEN ROLL
115113,CHICKEN BRST FILLET,BRD RAW 6 OZ  ROLL
115114,CHICKEN BREAST,STEAK-EZE BREAKAWAY
115157,TENDERLOIN CHICKEN,HMSTYLE FRITTER
115161,FRZ CHICKEN BREAST,BNLS/SKNLS 2.75-3.0
115163,FRZ CHICKEN BREAST,BNLS/SKNLS 6-10 OZ
115402,SMOKED DUCK BREAST,12 OZ
115480,GROUND BEEF,80/20
115530,WAGYU BEEF PATTY,2/1 AUSTRALIAN
115541,WAGYU BEEF PATTY,2016-03-01
115615,TRI TIP ,
115618,TRI TIP ,PLD SELECT MBG 185D
115625,TOP SIRLOIN BUTT,PRIME
115628,CHUCK EYE BEEF ROLL,CHOICE
115632,CHUCK EYE ROLL BEEF,1X1 PRIME
115633,CHUCK EYE ROLL,1X1 PRIME
115644,TOP SIRLOIN BUTT,CHOICE
115645,TOP SIRLOIN ,BEEF BUTT
115646,TOP SIRLOIN BEEF,BUTT SS
115705,BEEF TENDERLOIN,SS PSMO CHOICE
115706,"TOP INSIDE ROUND 1""4",CHOICE
115707,FLAP MEAT,CHOICE
115711,BRISKET,BNLS CHOICE 120
115723,RIBEYE,LIP-ON 15 UP
115727,BEEF STRIPLOIN,CHOICE
115735,ROUND BEEF ,166B FROZEN
115738,ROUND EYE SELECT,MBG 171C
115766,CHUCK FLAT,CHOICE
115772,BEEF RIBEYE,LIP-ON B/I
115782,BEEF CHUCK FLAT,CHOICE
115799,FLANK STEAK,CHOICE MBG 193
115916,TENDERLOIN CAB BEEF,PSMO CHOICE
115938,RST TRKY BRST/THIGH,BNLS NETTED
116511,CALABRESE SAUSAGE,HOT
116517,ANDOUILLE SAUSAGE,SMKD 4/1
116518,BRATWURST SAUSAGE,BAVARIAN
116521,LOUISIANA HOT SAUSAGE,
116723,BEEF RIBEYE,LIP-ON CHOICE
116727,STRIPLOIN,0X1 CHOICE
116731,BEEF STRIPLOIN,1X1
116743,RIBEYE ,LIP-ON SELECT
116747,STRIPLOIN,SELECT
116803,BEEF TENDERLOIN,PLD
116900,TRI TIP BEEF,NATURAL MBG 185C 
116901,TOP SIRLOIN BEEF,NATURAL C/OFF 184B
116902,TENDERLOIN,PSMO NAT 189A
116903,STRIPLOIN,OX1 NAT MBG 180
116904,RIBEYE BEEF,LIP-ON 2X2 NAT 112A
116905,CHUCK EYE BEEF,ROLL 1X1 NAT 116A
116906,OUTSIDE SKIRT BEEF,NAT MBG 121C
116907,FLAP MEAT BEEF,NATURAL MBG 185A
116908,BEEF  SHOULDER,NATURAL TENDER
116909,FLAT IRON BEEF,NATUTAL
116910,GROUND BEEF,80/20 CHILL
117025,BRISKET HRI TRIM,W/ SPICE CORNED BEEF
117031,VEGGIE PATTIES,ORIG GARDENBURGER
117032,VEGGIE PATTIES, BLACK BEAN
117052,GENOA SALAMI,SAN REMO
117053,GENOA SALAMI,
